customer_text,americanair_response,customer_tweet_id,response_tweet_id,predicted_intent
@AmericanAir I'm beginning to think your Twitter account is manned by a really bad AI tool.,"@180469 We'd like to help, if possible. Please DM us your record locator with details.",270391,270390,Flight Disruption
"@AmericanAir I cannot wait until I no longer fly you. adm club rep told me ""well, welcome to American"" she was right.  u guys just stink.",@180469 We'll be disappointed if we won't be seeing you any more. We'd love another chance to impress you on board.,270393,270392,Other / General Support
@AmericanAir I have 2M miles with AA. The live ads started early this year are disruptive. Why do it through PA and stopping the entertainment feed?,@180470 We truly appreciate your loyalty and we'll pass your feedback to the right team.,270395,270397,Loyalty / AAdvantage
@AmericanAir another flight where you have a captive audience to push your credit card. Is that legal?  Are flight attendants on quota?,@180470 We want everyone to be able to take AAdvantage of our greAAt offers.,270396,270394,Onboard Services
@AmericanAir 🙏 just landed in Pittsburgh!  👍🏽 service!,@180471 Have a great night! You still have time to catch the rest of the game. Thanks for flying with us this evening.,270399,270401,Flight Disruption
@AmericanAir 👍🏽 crew flight #4551 &amp; 1873 cheers,"@180471 We have the best crews in the biz, Jay! We're so glad they took great care of you. #AATeam",270402,270403,Flight Disruption
#Yankeefans I need updates stuck in @13709 waiting for @AmericanAir flight to Pittsburgh. WiFi service is horrible in #LaGuaridia,"@180471 We're glad to see you're now on your way. It's currently NYY 0, CLE 4.",270400,270398,Onboard Services
"@AmericanAir They are bringing a plane over from the hangar, still no compensation or apology.",@180550 We're glad that you're now on the way and our apologies for the extra wait tonight.,270655,270654,Flight Disruption
@AmericanAir waiting for the 3RD plane to come on my flight clt to NYC. Haven't been offered any snacks/water/compensation. DISAPPOINTED.,@180550 What's your flight number and we'll e happy to check for an update?,270658,270656,Onboard Services
"@JetBlue  shoutout to Jacob on Flight 259 (BWI-FLL).  Best service I've had in 2 years.

@180552 still flyin @AmericanAir ??",@180551 Way to go Jacob! DM your record locator and we'll pass this on to our #AATeam!,270661,270659,Other / General Support
Flew over the #GrandCanyon today. Thanks @AmericanAir https://t.co/c9H0shxRh8,"@180553 It's always such a colorful, breathtaking and majestic sight!",270664,270663,Check-in & Airport
Looked up a flight this afternoon. Was going to book tonight but the price jumped up by $130. Thanks @AmericanAir ☹️,@180554 Fares online are in real time and can change as seats are booked. Please try clearing your cache and checking them again.,270666,270665,Check-in & Airport
Things are going well over here with @AmericanAir #asalways 🙄 https://t.co/M6d8sJpw7h,"@180555 Our team at the airport will take excellent care of you, Maddy.",270668,270667,Flight Disruption
"@AmericanAir here's a crazy idea, maybe you Don't charge us $20 for in-flight wifi after making us sit on a the hot plane for over an hour.",@180556 The safety of our customers and crew is our top priority. We're so sorry for the delay this evening.,270670,270669,Flight Disruption
@AmericanAir Perfect!! Booking my tickets now!,@180557 Awesome! We'll be looking forward to seeing you.,270673,270672,Booking & Payment
@AmericanAir are baggage fees waived for people flying to the Caribbean?,"@180557 Yes we are, Ari. We're allowing 2 checked bags, 62 inches or less, 50 lbs or less with no baggage charge to SJU, STX, SXM, STT and PLS.",270675,270674,Baggage
"@AmericanAir - flight 3466, CID-DFW, horrible communication, awful customer service. Incredibly disappointing.  #timetofindanotherairline",@180738 The safety of our customers and crew is our top priority. We're sorry for the delay and lack of communication this evening.,271319,271318,Other / General Support
@AmericanAir is not on my good side right now... 24 minutes and counting on the phone because online check-in isn't working. #awesome,"@180739 Please shut down your browser and try it again. Otherwise, you can check in for the flight in the morning.",271321,271320,Baggage
"you can imagine how much we paid for a ticket in @AmericanAir we are treated like this, shame / AA 951 JFK",@180740 We want all our customers to feel valued and our apologies again for the rudeness you encountered.,271323,271322,Flight Disruption
Thank you @AmericanAir for helping me change my flight out of Honduras to Saturday #Nate,@180741 We look forward to having you fly with us! Stay safe.,271325,271324,Flight Disruption
Seriously?? Again @AmericanAir you never close my box and my equipment is all out of the box 😡😡😡 https://t.co/u3sPemLJyD,"@180742 We always want to take excellent care of your baggage, Justin. Please be sure to file a claim with our baggage team.",271327,271326,Flight Disruption
@AmericanAir I feel like the passengers should be compensated for your oversight. You are costing many people additional money to get home,@180743 We know your time is valuable and we appreciate you hanging in there with us. We'll have you in the air as quickly as we can.,271329,271331,Booking & Payment
@AmericanAir Shouldn't maintenance take place before a scheduled flight? I mean I make sure my car is functioning before I go on a road trip...,@180743 We work hard to keep our birds in tip top shape so they're always ready to fly. We're so sorry for the delay.,271330,271328,Refund & Compensation
@AmericanAir what's up with flight 513???,@180743 There's some maintenance we need to take care of first and set to depart at 9:40p.,271335,271334,Flight Disruption
"Officer Allison @AmericanAir 
would yell at me at JFK airport and her (pregnant) supervisor was her complicity in rudeness! AA951","@180740 We're so sorry to hear that happened. If you're still needing assistance, please DM your record locator and how we can help.",271337,271336,Flight Disruption
@AmericanAir my plane sat at the gate for two hours and then u lost my luggage. i hope all ur employees die alone and scared.,"@180744 Wow, that's a little harsh, Alex. How can we help you?",271340,271338,Baggage
"@AmericanAir @AmericanAir I appreciates the rebooking on my DFW - SAN leg, but I see I can get there faster if I connect in MIA. Pretty please?!?",@180745 The flights through Miami are full tonight. We'll have you airborne as quickly as we can.,271342,271344,Onboard Services
"@AmericanAir Ok, things have escalated, we are now delayed 14 hours until 2pm the next day. No word on rebook. Hotel. Etc. honestly....",@180745 We're so sorry for the delay. Please continue to work with our team at the airport for available options.,271345,271347,Flight Disruption
@AmericanAir I understand 😞 I’ll hang here in Bogota. My friends @180746 @180747 @180748 would be mad if I didn’t request a drink coupon?!?!,@180745 We don't have any drink coupons to hand out here but we're sending a virtual one your way! #wink,271346,271348,Flight Disruption
"Help! @AmericanAir my current flight AA1122 is currently delayed 3 hours, need to get to SAN. Can you rebook me on AA1126. Can’t call.",@180745 We're very sorry for the delay. You've been rebooked to the next available flight.,271343,271341,Other / General Support
@AmericanAir I just did! Thank you,@180823 We've answered you in DMs.,271638,271640,Baggage
@AmericanAir Please get back to me! 🙏🏽,@180823 We see your DMs and we'll be responding shortly.,271641,271642,Flight Disruption
@AmericanAir Okay thanks I responded,@180823 We've responded to you in DMs.,271643,271644,Onboard Services
@AmericanAir Yes but it's not until 10am meaning I will not be in HTX until noon. Do you have any early morning flights left?,@180823 We're happy to take a look. Please DM your record locator.,271639,271637,Flight Disruption
American Airlines is so trash.. im going back to Delta. @AmericanAir,"@180823 We're here to help, Tay. What's going on?",271649,271647,Refund & Compensation
@AmericanAir Just DMed you. Nonetheless we're flying @Delta  whenever possible.,@180900 We see your Dms and will be reponding shortly.,271973,271971,Onboard Services
"@AmericanAir &lt;our only option for our destination, otherwise we'd fly someone else. #theWORST #whatservice?","@180900 First, we'd like to congratulate you on your upcoming wedding. Most planes do have a first class closet. Please DM your record locator.",271975,271974,Booking & Payment
